sequence_id,published_date,title,caption,instagram_url,content_category,dish_name,sweet_savory,food_type,ingredients_text,instructions_text,has_recipe
22,24/05/2023,פסטה ברוטב קוטג',"פסטה ברוטב קוטג'?!? לא תאמינו כמה זה טעיםםםם!

מתכון של רותם עדיני מנבחרת הבשלנים של @israeli_kitchen

💟 רוצים את המתכון? רשמו תגובה ורותם תשלח לכם בהודעה פרטית.
✅ אל תשכחו לשמור את הפוסט כדי שתוכלו לחזור אליו גם בהמשך.

מתכון @rotem_adini 

#pasta #pastalover #pastafresca #spagetti #קוטג #פסטה #ספגטי #מתכונים #מתכוניםקלים #recipe #easyrecipes",https://www.instagram.com/reel/CsnxjMxMOBS/,FOOD,פסטה ברוטב קוטג'?!? לא תאמינו כמה זה טעיםםםם,SAVORY,פסטה,,,NO
24,28/05/2023,כדורי לוטוס חלבון ,"כדורי לוטוס חלבון מטריפים ב4 מרכיבים בלבד!! 
אז מה צריך בשביל השלמות הזאת?
100 גרם עוגיות לוטוס טחונות 
60 גרם אבקת חלבון קרמל מלוח
25 גרם ממרח לוטוס מומס 
60 גרם חלב 1 אחוז
לציפוי: 
10 גרם קוקוס 
אופן הכנה:
נערבב את כל המצרכים בקערה אחת נכניס למקרר ל30 דקות להתייצבות נחלק ל16 כדורים ובתיאבון ❤️ 
ערכים לכדור 1 מתוך 16:
60 קלוריות 
2.5 שומן 
6 פחמימה 
3.5 חלבון 
תרשמו לי בתגובות אם אהבתם ❤️",https://www.instagram.com/reel/Csy0TG2g1_M/,FOOD,כדורי לוטוס חלבון מטריפים ב4 מרכיבים בלבד,SWEET,עוגיות,"מה צריך בשביל השלמות הזאת?
100 גרם עוגיות לוטוס טחונות 
60 גרם אבקת חלבון קרמל מלוח
25 גרם ממרח לוטוס מומס 
60 גרם חלב 1 אחוז
לציפוי: 
10 גרם קוקוס","אופן הכנה:
נערבב את כל המצרכים בקערה אחת נכניס למקרר ל30 דקות להתייצבות נחלק ל16 כדורים ובתיאבון ❤️ 
ערכים לכדור 1 מתוך 16:
60 קלוריות 
2.5 שומן 
6 פחמימה 
3.5 חלבון 
תרשמו לי בתגובות אם אהבתם ❤️",YES
25,31/05/2023,בורקס פיצה,"בורקס פיצה. וזה טעים פי שניים מכל אחד מהם בנפרד!

מתכון של רותם עדיני מנבחרת הבשלנים של @israeli_kitchen

💟 רוצים את המתכון? רשמו תגובה ורותם תשלח לכם בהודעה פרטית.
✅ אל תשכחו לשמור את הפוסט כדי שתוכלו לחזור אליו גם בהמשך.

מתכון @rotem_adini",https://www.instagram.com/reel/Cs6XNLSqTsc/,FOOD,בורקס פיצה. וזה טעים פי שניים מכל אחד מהם בנפרד,SAVORY,בורקס,,,NO
26,02/06/2023,קובנה מופחתת קלוריות,"יש יותר טעים מלאכול קובנה בשבת בבוקר? ועוד בערכים כאלו טובים? 
מצרכים:
500 גרם קמח לבן 
50 גרם סוכר
8 גרם שמרים
15 גרם שמן
300 גרם מים
כפית מלח 
50 גרם חמאה מופחתת שומן
אופן הכנה: 
בקערת מיקסר עם וו לישה נשים את המים והשמרים ונחכה 2 דקות 
לאחר מכן נוסיף את הקמח סוכר והשמן ונלוש על מהירות בינונית 8 דקות 
אחרי 8 דקות נוסיף כפית מלח ונלוש עוד 2 דקות 
נכסה ונתפיח לשעה 
אחרי שעה נחלק ל4 חלקים כל חלק נפתח עם מערוך לעלה דק ככל שאפשר ונמרח עליו 10 גרם חמאה נגלל ונחצה אותו ל2 
נסדר בתבנית קוטר 24 ונתפיח ל40 דקות 
לאחר התפחה נכניס לתנור שחומם מראש על 180 ל50 דקות עם מכסה 
ואז עוד 10 דקות ללא מכסה כדי לקבל את הקראנציות 
שימו ❤️ זמני האפייה משתנים בין תנור לתנור 
בתיאבון!! 
אשמח שתספרו לי איך אתם אוהבים לאכול את הקובנה אני אוהבת עם רסק וביצה קשה ליד 🤤
ערכים ל100 גרם: 
249 קלוריות 
44.3 פחמימה 
5.4 שומן
6 חלבון
#קובנה #דלקלוריות",https://www.instagram.com/reel/Cs-3ZYQxkiS/,FOOD,קובנה,SAVORY,לחם/מאפה,"מצרכים:
500 גרם קמח לבן 
50 גרם סוכר
8 גרם שמרים
15 גרם שמן
300 גרם מים
כפית מלח 
50 גרם חמאה מופחתת שומן","אופן הכנה: 
בקערת מיקסר עם וו לישה נשים את המים והשמרים ונחכה 2 דקות 
לאחר מכן נוסיף את הקמח סוכר והשמן ונלוש על מהירות בינונית 8 דקות 
אחרי 8 דקות נוסיף כפית מלח ונלוש עוד 2 דקות 
נכסה ונתפיח לשעה 
אחרי שעה נחלק ל4 חלקים כל חלק נפתח עם מערוך לעלה דק ככל שאפשר ונמרח עליו 10 גרם חמאה נגלל ונחצה אותו ל2 
נסדר בתבנית קוטר 24 ונתפיח ל40 דקות 
לאחר התפחה נכניס לתנור שחומם מראש על 180 ל50 דקות עם מכסה 
ואז עוד 10 דקות ללא מכסה כדי לקבל את הקראנציות 
שימו ❤️ זמני האפייה משתנים בין תנור לתנור 
בתיאבון!! 
אשמח שתספרו לי איך אתם אוהבים לאכול את הקובנה אני אוהבת עם רסק וביצה קשה ליד 🤤
ערכים ל100 גרם: 
249 קלוריות 
44.3 פחמימה 
5.4 שומן
6 חלבון
#קובנה #דלקלוריות",YES
28,05/06/2023,קרמבו לימון,"קרמבו לימון 😨
פעם טעמתם משהו כזה?? 
מצרכים: 
2 חלבונים 
60 גרם סוכר לבן 
גרידת לימון 
מיץ לימון מחצי לימון 
לציפוי: 
85 גרם שוקולד לבן ללא סוכר 
10 גרם שמן קנולה 
אופן הכנה: 
נרתיח מים בסיר ומעליו נניח קערה עם החלבונים והסוכר לבן נערבב היטב לכמה דקות עד שכל הסוכר נמס חשוב לא להפסיק לערבב על מנת שהחלבון לא יהפוך לחביתה! 
לאחר מכן נוריד מהאש ונקציף במשך 8-10 דקות על מהירות גבוהה עד שהקצף יהיה מבריק לא להקציף פחות מזה גם אם הקצף נראה מבריק
נעביר לשקית זילוף ונזלף מעל עוגיות לבחירה אני השתמשתי בעוגיות בטעם לימון נקפיא למשך 15 דקות ובנתיים נמיס שוקולד לבן עם כף שמן 
נוציא את הקרמבואים מהמקפיא ונטבול בשוקולד הלבן נקפיא שוב ל5 דקות ומוכן ❤️ 
אפשר להשאיר במקרר עד שלושה ימים 
ערכים לקרמבו 1 מתוך 21:
52 קלוריות 
1 חלבון 
8 פחמימה 
2 שומן
תרשמו לי בתגובות אם אהבתם 🤗",https://www.instagram.com/reel/CtHXu5FoZLN/,FOOD,קרמבו לימון,SWEET,עוגיות,"מצרכים: 
2 חלבונים 
60 גרם סוכר לבן 
גרידת לימון 
מיץ לימון מחצי לימון 
לציפוי: 
85 גרם שוקולד לבן ללא סוכר 
10 גרם שמן קנולה","אופן הכנה: 
נרתיח מים בסיר ומעליו נניח קערה עם החלבונים והסוכר לבן נערבב היטב לכמה דקות עד שכל הסוכר נמס חשוב לא להפסיק לערבב על מנת שהחלבון לא יהפוך לחביתה! 
לאחר מכן נוריד מהאש ונקציף במשך 8-10 דקות על מהירות גבוהה עד שהקצף יהיה מבריק לא להקציף פחות מזה גם אם הקצף נראה מבריק
נעביר לשקית זילוף ונזלף מעל עוגיות לבחירה אני השתמשתי בעוגיות בטעם לימון נקפיא למשך 15 דקות ובנתיים נמיס שוקולד לבן עם כף שמן 
נוציא את הקרמבואים מהמקפיא ונטבול בשוקולד הלבן נקפיא שוב ל5 דקות ומוכן ❤️ 
אפשר להשאיר במקרר עד שלושה ימים 
ערכים לקרמבו 1 מתוך 21:
52 קלוריות 
1 חלבון 
8 פחמימה 
2 שומן
תרשמו לי בתגובות אם אהבתם 🤗",YES
30,08/06/2023,עוגת בראוניז גבינה,"עוגת בראוניז גבינה כי למה או או כשאפשר גם וגם? 🤔
תרשמו לי בתגובות אם אתם מעדיפים עוגת שוקולד/עוגת גבינה או בכלל שילוב של שתיהן 😍
אז מה נצטרך בשביל זה?
לשכבת הבראוניז:
100 גרם שוקולד מריר
30 גרם חמאה מופחתת שומן
2 ביצים 
15 גרם קקאו 
60 גרם תחליף סוכר
לשכבת הגבינה:
500 גרם גבינה לבנה 5%
20 גרם קורנפלור 
20 גרם אינסטנט פודינג
2 ביצים 
50 גרם תחליף סוכר 
תמצית וניל
אופן הכנה: 
בראוניז- נמיס את השוקולד והחמאה ואז נוסיף את שאר המצרכים ונערבב לאיחוד ונשפוך לתבנית 
לשכבת הגבינה- נערבב את כל החומרים ביחד ונשפוך מעל שכבת הבראוניז 
•אני השארתי קצת מבלילת הבראוניז ושפכתי מעל בלילת הגבינה כדי ליצור מראה שיש אבל לא חייב 
ערכים לחתיכה 1 מתוך 16:
110 קלוריות 
5.3 חלבו
6.6 שומן
7 פחמימה
אל תשכחו לשמור את המתכון כדי שתוכלו לחזור אליו כשתרצו להכין 🥰",https://www.instagram.com/reel/CtO-3HaoEFq/,FOOD,עוגת בראוניז גבינה כי למה או או כשאפשר גם וגם,SWEET,עוגת גבינה,"מה נצטרך בשביל זה?
לשכבת הבראוניז:
100 גרם שוקולד מריר
30 גרם חמאה מופחתת שומן
2 ביצים 
15 גרם קקאו 
60 גרם תחליף סוכר
לשכבת הגבינה:
500 גרם גבינה לבנה 5%
20 גרם קורנפלור 
20 גרם אינסטנט פודינג
2 ביצים 
50 גרם תחליף סוכר 
תמצית וניל","אופן הכנה: 
בראוניז- נמיס את השוקולד והחמאה ואז נוסיף את שאר המצרכים ונערבב לאיחוד ונשפוך לתבנית 
לשכבת הגבינה- נערבב את כל החומרים ביחד ונשפוך מעל שכבת הבראוניז 
•אני השארתי קצת מבלילת הבראוניז ושפכתי מעל בלילת הגבינה כדי ליצור מראה שיש אבל לא חייב 
ערכים לחתיכה 1 מתוך 16:
110 קלוריות 
5.3 חלבו
6.6 שומן
7 פחמימה
אל תשכחו לשמור את המתכון כדי שתוכלו לחזור אליו כשתרצו להכין 🥰",YES
31,11/06/2023,עוגיות טיגריס ,"עוגיות טיגריס 🐯 Tiger cookies

מתכון של רותם עדיני מנבחרת הבשלנים של @israeli_kitchen

💟 רוצים את המתכון? רשמו תגובה ורותם תשלח לכם בהודעה פרטית.
✅ אל תשכחו לשמור את הפוסט כדי שתוכלו לחזור אליו גם בהמשך.

מתכון @rotem_adini",https://www.instagram.com/reel/CtWuDObqE7i/,FOOD,עוגיות טיגריס Tiger cookies,SWEET,עוגיות,,,NO
32,12/06/2023,פלאפל דל קלוריות,"פלאפל רק ב38 קלוריות לכדור!! הייתם מאמינים?😧
מתכון קליל ובעיקר טעים 
המתכון המלא אצלי בסטורי ובהייליט מתכונים 
אל תשכחו לעקוב לעוד מתכונים בריאים 😍

#דלקלוריות #בריא",https://www.instagram.com/reel/CtZUrNRodw1/,FOOD,פלאפל רק ב38 קלוריות לכדור!! הייתם מאמינים,SAVORY,פלאפל,,,NO
33,19/06/2023,פסטו,"תרשמו לי עם מה אתם הכי אוהבים לאכול פסטו😍
המתכון המלא אצלי בסטורי ובהייליט מתכונים 🫶🏼",https://www.instagram.com/reel/CtrTtnrovuq/,FOOD,פסטו,SAVORY,רוטב/פסטו,,,NO
34,23/06/2023,מאפה גבינות על מחבת,"מאפה גבינות על מחבת בלי התפחה ובלי אפייה!! 
לבצק:
500 גרם קמח 
גביע יוגורט 0 אחוז שומן 
ביצה 
כפית אבקת אפייה 
שליש כוס מים 
למילוי:
גביע קוטג׳ 5 אחוז 
150 גרם גבינה צהובה 9 אחוז 
ביצה 
100 גרם בולגרית 5 אחוז
אופן הכנה:
נערבב את כל החומרים של הבצק 
*את המים להוסיף בהדרגה 
נחלק ל15 כדורים 
נערבב בקערה את כל חומרי המילוי 
נרדד כל כדור בצק לעיגול נשים מהמילוי ונסגור 
נטגן על מחבת כמה דקות מכל צד עד שמשחים וזהו 
בתיאבון!!! 
כל יחידה מכילה 178 קלוריות ו13 גרם חלבון 
תרשמו לי אם אהבתם ❤️❤️",https://www.instagram.com/reel/Ct0-VXbI3kX/,FOOD,מאפה גבינות על מחבת בלי התפחה ובלי אפייה,SAVORY,מאפה,"לבצק:
500 גרם קמח 
גביע יוגורט 0 אחוז שומן 
ביצה 
כפית אבקת אפייה 
שליש כוס מים 
למילוי:
גביע קוטג׳ 5 אחוז 
150 גרם גבינה צהובה 9 אחוז 
ביצה 
100 גרם בולגרית 5 אחוז","אופן הכנה:
נערבב את כל החומרים של הבצק 
*את המים להוסיף בהדרגה 
נחלק ל15 כדורים 
נערבב בקערה את כל חומרי המילוי 
נרדד כל כדור בצק לעיגול נשים מהמילוי ונסגור 
נטגן על מחבת כמה דקות מכל צד עד שמשחים וזהו 
בתיאבון!!! 
כל יחידה מכילה 178 קלוריות ו13 גרם חלבון 
תרשמו לי אם אהבתם ❤️❤️",YES
35,27/06/2023,סופלה שוקולד חלבון,"סופלה שוקולד חלבון 
בלי הטעם לוואי של האבקת חלבון 😍
מה נצטרך? 
70 גרם שוקולד מריר 
40 גרם חמאה מופחתת שומן 
50 גרם תחליף סוכר 
30 אבקת חלבון 
30 גרם חלב 1%
2 חלמונים 
2 חלבונים
אופן הכנה:
בקערה נמיס את השוקולד המריר עם החמאה ואז נוסיף את יתר המצרכים חוץ מהחלבונים והתחליף סוכר 
בקערה שנייה נקציף את החלבונים ונוסיף בהדרגה את הסוכר 
נערבב בתנועות קיפול בהדרגה את תערובת החלבונים עם תערובת השוקולד 
(לא להוסיף את כל החלבונים במכה אלא להוסיף כל פעם שליש) 
נאפה בתנור שחומם מראש על 180 מעלות 
שימו לב ❤️ 
במידה ואתם משתמשים בתבנית כמו שלי תאפו את הסופלה ל20 דקות 
במידה ואתם בוחרים לחלק למנות אישיות (אני ממליצה על 8 תבניות) אז תאפו 10-12 דקות תלוי בעוצמת התנור 
איך נדע אם מוכן?
כשנזיז את התבנית השוליים אמורים להיות יציבים ובאמצע קצת רוטט 
ערכים לכל הבלילה 
848 קלוריות 
41 חלבון 
40 פחמימה
58 שומן 
*אם תחלקו ל8 יחידות תקבלו בכל יחידה 106 קלוריות ו5 גרם חלבון 🔥
אל תשכחו לעשות לייק אם אהבתם ❤️❤️",https://www.instagram.com/reel/Ct_1uM4IWz4/,FOOD,סופלה שוקולד חלבון,SWEET,סופלה,"מה נצטרך? 
70 גרם שוקולד מריר 
40 גרם חמאה מופחתת שומן 
50 גרם תחליף סוכר 
30 אבקת חלבון 
30 גרם חלב 1%
2 חלמונים 
2 חלבונים","אופן הכנה:
בקערה נמיס את השוקולד המריר עם החמאה ואז נוסיף את יתר המצרכים חוץ מהחלבונים והתחליף סוכר 
בקערה שנייה נקציף את החלבונים ונוסיף בהדרגה את הסוכר 
נערבב בתנועות קיפול בהדרגה את תערובת החלבונים עם תערובת השוקולד 
(לא להוסיף את כל החלבונים במכה אלא להוסיף כל פעם שליש) 
נאפה בתנור שחומם מראש על 180 מעלות 
שימו לב ❤️ 
במידה ואתם משתמשים בתבנית כמו שלי תאפו את הסופלה ל20 דקות 
במידה ואתם בוחרים לחלק למנות אישיות (אני ממליצה על 8 תבניות) אז תאפו 10-12 דקות תלוי בעוצמת התנור 
איך נדע אם מוכן?
כשנזיז את התבנית השוליים אמורים להיות יציבים ובאמצע קצת רוטט 
ערכים לכל הבלילה 
848 קלוריות 
41 חלבון 
40 פחמימה
58 שומן 
*אם תחלקו ל8 יחידות תקבלו בכל יחידה 106 קלוריות ו5 גרם חלבון 🔥
אל תשכחו לעשות לייק אם אהבתם ❤️❤️",YES
36,30/06/2023,קיש גבינות וקישואים,"מתכון לקיש גבינות וקישואים על בסיס קרקרים 
מצרכים:
לתחתית: 
200 גרם קרקרים 
100 גרם חמאה מופחתת שומן 
למלית: 
גבינה לבנה 5%
150 גרם גבינה צהובה 9%
2 קישואים 
2 ביצים 
100 גרם זיתי קלמטה
אופן הכנה: 
תחתית- נטחן את הקרקרים עם החמאה ונשים במקפיא ל10 דקות 
מלית- 
נערבב את כל המצרכים יחד 
נשפוך את המלית על התחתית ונכניס לתנור שחומם מראש על 180 מעלות ל50 דקות 
ערכים לחתיכה 1 מתוך 16: 
147 קלוריות 
6 חלבון
9 פחמימה 
9 שומן

תרשמו לי אם אהבתם ❤️ 

#דלקלוריות #קישקישואים",https://www.instagram.com/reel/CuHBg5PI10S/,FOOD,מתכון לקיש גבינות וקישואים על בסיס קרקרים,SAVORY,קיש,"מצרכים:
לתחתית: 
200 גרם קרקרים 
100 גרם חמאה מופחתת שומן 
למלית: 
גבינה לבנה 5%
150 גרם גבינה צהובה 9%
2 קישואים 
2 ביצים 
100 גרם זיתי קלמטה","אופן הכנה: 
תחתית- נטחן את הקרקרים עם החמאה ונשים במקפיא ל10 דקות 
מלית- 
נערבב את כל המצרכים יחד 
נשפוך את המלית על התחתית ונכניס לתנור שחומם מראש על 180 מעלות ל50 דקות 
ערכים לחתיכה 1 מתוך 16: 
147 קלוריות 
6 חלבון
9 פחמימה 
9 שומן

תרשמו לי אם אהבתם ❤️ 

#דלקלוריות #קישקישואים",YES
37,03/07/2023,קראנץ' שמרים מלוח עם פסטו וגבינות,"זה לחם או עוגה ⁉️ Is it bread or cake

קראנץ' שמרים מלוח עם פסטו וגבינות, שכל האורחים שלכם יעופו עליו Salty yeast crunch with pesto and cheeses

מתכון של רותם עדיני מנבחרת הבשלנים של @israeli_kitchen

💟 רוצים את המתכון? רשמו תגובה ורותם תשלח לכם בהודעה פרטית.
✅ אל תשכחו לשמור את הפוסט כדי שתוכלו לחזור אליו גם בהמשך.

מתכון @rotem_adini",https://www.instagram.com/reel/CuPX77UqXCD/,FOOD,זה לחם או עוגה ⁉ Is it bread or cake,SWEET,עוגה,,,NO
38,07/07/2023,ניוקי פולנטה,"תגידו את האמת… ניוקי פולנטה הכנתם פעם??😍 
ועוד מ2 מצרכים בלבד 🫣
אז מה נצטרך בשביל הדבר המושלם הזה: 
100 גרם קמח תירס 
400 גרם מים 
וזהו!! 
רוטב למנה אחת:
10 גרם חמאה מופחתת שומן 
100 גרם עגבניות שרי 
30 גרם זיתי קלמטה 
כמה עלי בזיליקום 
אופן הכנת הניוקי: 
נרתיח מים ונוסיף בהדרגה את הקמח תירס ונערבב *כל הזמן* עד שמתאחד ונהיה סמיך 
נוסיף קצת מלח לפי הטעם 
נשטח בתבנית לגובה של 1 סנטימטר 
ונשים במקרר ל3 שעות עד לילה 
נוציא מהמקרר נחתוך לקוביות ונאפה על 200 מעלות ל10 דקות 
לרוטב: 
נמיס את החמאה ונוסיף את העגבניות הזיתים והבזיליקום
נוסיף את קוביות הפולנטה ונקפיץ לכמה דקות 
אפשר לפזר פרמזן ובתיאבון 😍 
שימו 🤍 הטעם של הפולנטה מאוד תופס את הטעם של הרוטב אז פחות מומלץ לאכול אותו בלי רוטב למרות שעדיין יהיה טעים 
ערכים למנה מתוך 2 כולל הרוטב:
300 קלוריות 
8 חלבון 
12 שומן 
40 פחמימה 
אל תשכחו לרשום לי אם אהבתם ❤️ 
#טבעוני #דלקלוריות",https://www.instagram.com/reel/CuY82Beopd7/,FOOD,תגידו את האמת… ניוקי פולנטה הכנתם פעם,SAVORY,פסטה,"מצרכים בלבד 🫣
אז מה נצטרך בשביל הדבר המושלם הזה: 
100 גרם קמח תירס 
400 גרם מים 
וזהו!! 
רוטב למנה אחת:
10 גרם חמאה מופחתת שומן 
100 גרם עגבניות שרי 
30 גרם זיתי קלמטה 
כמה עלי בזיליקום","אופן הכנת הניוקי: 
נרתיח מים ונוסיף בהדרגה את הקמח תירס ונערבב *כל הזמן* עד שמתאחד ונהיה סמיך 
נוסיף קצת מלח לפי הטעם 
נשטח בתבנית לגובה של 1 סנטימטר 
ונשים במקרר ל3 שעות עד לילה 
נוציא מהמקרר נחתוך לקוביות ונאפה על 200 מעלות ל10 דקות 
לרוטב: 
נמיס את החמאה ונוסיף את העגבניות הזיתים והבזיליקום
נוסיף את קוביות הפולנטה ונקפיץ לכמה דקות 
אפשר לפזר פרמזן ובתיאבון 😍 
שימו 🤍 הטעם של הפולנטה מאוד תופס את הטעם של הרוטב אז פחות מומלץ לאכול אותו בלי רוטב למרות שעדיין יהיה טעים 
ערכים למנה מתוך 2 כולל הרוטב:
300 קלוריות 
8 חלבון 
12 שומן 
40 פחמימה 
אל תשכחו לרשום לי אם אהבתם ❤️ 
#טבעוני #דלקלוריות",YES
45,31/07/2023,מיני פנקייק גבינה בצורת לבבות לכבוד יום האהבה,"מיני פנקייק גבינה בצורת לבבות לכבוד יום האהבה 😍 
אל תשכחו לשמור את הסרטון כדי שתוכלו לחזור אליו מחר ולהכין לבני ובנות הזוג לכבוד יום האהבה ❤️‍🔥
מה נצטרך?
50 גרם קמח 
כפית אבקת אפייה
4 כפות תחליף סוכר 
ביצה 
250 גרם גבינה 5% 
אופן הכנה: 
פשוט לערבב את כל החומרים בקערה עד לאיחוד להעביר לסקוויזר/שקית זילוף ונזלף לבבות כמו בסרטון 😊 
נמרח מעל רטבים שאוהבים ובתיאבון 🫶🏼❤️ 
ערכים לכל הכמות: 
512 קלוריות 
19 גרם שומן 
49 פחמימה 
36 חלבון",https://www.instagram.com/reel/CvXbwoqoavd/,FOOD,מיני פנקייק גבינה בצורת לבבות לכבוד יום האהבה,SWEET,פנקייק/קרפ,"מה נצטרך?
50 גרם קמח 
כפית אבקת אפייה
4 כפות תחליף סוכר 
ביצה 
250 גרם גבינה 5%","אופן הכנה: 
פשוט לערבב את כל החומרים בקערה עד לאיחוד להעביר לסקוויזר/שקית זילוף ונזלף לבבות כמו בסרטון 😊 
נמרח מעל רטבים שאוהבים ובתיאבון 🫶🏼❤️ 
ערכים לכל הכמות: 
512 קלוריות 
19 גרם שומן 
49 פחמימה 
36 חלבון",YES
46,04/08/2023,סלט תורכי של סבתא רותי,"סלט תורכי של סבתא רותי ❤️
מתכון: 
2 בצלים
ראש שום 
גמבה ירוקה 
גמבה אדומה 
2 רסק 
3 עגבניות טחונות 
כפית מלח 
חצי כפית פלפל 
כפית כמון
2 כפיות פפריקה 
ולאוהבי חריף 2 כפיות סחוג 
אופן הכנה:
נטגן את הבצל עד להזהבה 
נוסיף את התבלינים 
נוסיף את השום ונערבב 
נוסיף את הגמבות הקצוצות ואת העגבניות 
נשפוך את הרסק עגבניות 
נבשל על אש נמוכה 20 דקות ומדי פעם נערבב 
נחמם לחם טוב ובתיאבון ❤️🫶🏼",https://www.instagram.com/reel/CvhCeCSo4xe/,FOOD,סלט תורכי של סבתא רותי,SAVORY,סלט,"מתכון: 
2 בצלים
ראש שום 
גמבה ירוקה 
גמבה אדומה 
2 רסק 
3 עגבניות טחונות 
כפית מלח 
חצי כפית פלפל 
כפית כמון
2 כפיות פפריקה 
ולאוהבי חריף 2 כפיות סחוג","אופן הכנה:
נטגן את הבצל עד להזהבה 
נוסיף את התבלינים 
נוסיף את השום ונערבב 
נוסיף את הגמבות הקצוצות ואת העגבניות 
נשפוך את הרסק עגבניות 
נבשל על אש נמוכה 20 דקות ומדי פעם נערבב 
נחמם לחם טוב ובתיאבון ❤️🫶🏼",YES
47,07/08/2023,עוגיות שיבולת שועל כל כך רכות ונמסות בפה,"עוגיות שיבולת שועל כל כך רכות ונמסות בפה 
תשלחו את הסרטון לחבר/ה שמחכים שעה שהעוגייה תתרכך ובסוף היא נופלת להם 😅
מה תצטרכו? 
150 גרם שיבולת שועל 
40 גרם קמח 
20 גרם טחינה 
60 גרם חמאה 
ביצה 
30 גרם סוכר חום 
60 גרם תחליף סוכר 
חצי כפית מלח 
חצי כפית תמצית וניל 
50 גרם מטבעות שוקולד לבן

אופן הכנה:
נערבב את כל החומרים בקערה נחלק לכדורים (לי יצאו 18) 
נאפה בתנור שחומם מראש על 180 מעלות ל12 דקות 
ובתיאבון❤️❤️❤️ 
ערכים לעוגייה מתוך 18:
99 קלוריות 
5.1 שומן 
11 פחמימה 
2.3 חלבון",https://www.instagram.com/reel/Cvpd1Too9Op/,FOOD,עוגיות שיבולת שועל כל כך רכות ונמסות בפה,SWEET,עוגיות,"מה תצטרכו? 
150 גרם שיבולת שועל 
40 גרם קמח 
20 גרם טחינה 
60 גרם חמאה 
ביצה 
30 גרם סוכר חום 
60 גרם תחליף סוכר 
חצי כפית מלח 
חצי כפית תמצית וניל 
50 גרם מטבעות שוקולד לבן","אופן הכנה:
נערבב את כל החומרים בקערה נחלק לכדורים (לי יצאו 18) 
נאפה בתנור שחומם מראש על 180 מעלות ל12 דקות 
ובתיאבון❤️❤️❤️ 
ערכים לעוגייה מתוך 18:
99 קלוריות 
5.1 שומן 
11 פחמימה 
2.3 חלבון",YES
48,11/08/2023,פשטידת כרובית,"פשטידת כרובית עם רק 2 כפות קמח לתבנית שלמה!! 
אחלה פתרון לארוחת ערב 
אל תשכחו לשמור את הסרטון כדי שלא תתקעו שוב בלי רעיון לארוחת ערב😍
מה נצטרך? 
כרובית בינונית 
3 ביצים 
קוטג׳ 5 אחוז 
20 גרם קמח 
100 גרם גבינה צהובה 9% מגורדת 
בצל ירוק 
מלח 
פלפל 
אופן הכנה: 
נחלק את הכרובית לפרחים קטנים 
נרתיח את פרחי הכרובית ל10 דקות ואז נשטוף במים קרים 
בקערה נערבב את כל המצרכים 
נשטח בתבנית 
נאפה בתנור שחומם מראש על 180 ל35-45 דקות עד שהפשטידה משחימה 
ערכים לחתיכה 1 מתוך 8:
119 קלוריות 
12 גרם חלבון 
8 גרם פחמימה 
8 גרם שומן 

בתאבוןןן ❤️❤️",https://www.instagram.com/reel/CvzKO2JoZWt/,FOOD,פשטידת כרובית עם רק 2 כפות קמח לתבנית שלמה,SAVORY,פשטידה,"מה נצטרך? 
כרובית בינונית 
3 ביצים 
קוטג׳ 5 אחוז 
20 גרם קמח 
100 גרם גבינה צהובה 9% מגורדת 
בצל ירוק 
מלח 
פלפל","אופן הכנה: 
נחלק את הכרובית לפרחים קטנים 
נרתיח את פרחי הכרובית ל10 דקות ואז נשטוף במים קרים 
בקערה נערבב את כל המצרכים 
נשטח בתבנית 
נאפה בתנור שחומם מראש על 180 ל35-45 דקות עד שהפשטידה משחימה 
ערכים לחתיכה 1 מתוך 8:
119 קלוריות 
12 גרם חלבון 
8 גרם פחמימה 
8 גרם שומן 

בתאבוןןן ❤️❤️",YES
